0,1,2,3,4,5,6,7,8,9
64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794
62.465738388300075,70.69280228597334,64.6140490068419,60.093544353002805,65.55649759876056,67.85483196728646,60.328445365051806,53.14698384058126,58.6335413554962,67.72057128809385
54.752180962080296,68.69855740032189,64.57692727774567,55.09591902626399,68.68093461893181,66.8435795079876,68.21128291399687,55.118445703054626,58.917491067562686,69.76180916138395
56.59751174293452,60.07730971766011,58.94027449280004,55.113381116506645,75.00016248295155,61.432350392462254,62.02828000074708,53.27416228567746,68.59642497957245,73.98255158730396
53.03824294309229,60.43707991217411,49.342628628639076,57.847367923558906,74.94628047692146,61.0141797448729,51.98408227491616,61.433823038444245,66.54009444817669,78.08853113501733
59.93986767361319,68.60372095577948,46.917865696155985,64.8376728716115,81.42843305848372,67.5913401738753,55.55954659029879,53.8560779544322,63.474544752033104,75.3669416432204
60.25627582698968,68.09458316312652,49.200113866005154,64.42925552389794,84.15275525674778,75.40546723602927,47.33317699512071,52.60747339701207,67.0320100516702,76.90782676780724
61.735095097322315,73.38231304231331,40.104127608228794,65.62275989039857,87.90172022523747,70.67874838515822,46.62975126438186,53.981527690566274,66.75506778535821,78.28735775653185
61.17117471185518,68.60013804851228,41.26175831138243,62.58783482656231,78.95279607947242,67.89046140834843,46.490687448529236,49.44131212587412,69.34864563318718,80.84425564920745
65.01792885431263,65.09298699950496,34.70812716265033,66.83844342903326,68.67945744924039,66.37091127797652,55.46041895567126,39.21935578147993,68.11833367742396,78.14451247910536
73.46093600618886,65.90088611079298,33.197141729530344,67.91827524809796,66.81357755227187,70.78548110689687,54.259072478995265,32.70903480379006,73.22904675266598,85.04757247641359
68.87466986651202,60.76310247825033,31.489783028189343,69.81918308339719,66.03831111745897,69.90857358628206,47.749785387479825,33.01013287719871,67.74998643831495,82.5665632625654
72.97095888388941,57.37403358026731,33.54351168835242,73.85917989151898,68.59068008303242,68.84128353960823,54.825853029334546,31.665515215958695,61.73416556002462,75.34782171595
74.63248046171151,55.349418057213725,28.430214838750906,78.8500947570453,78.84647015177906,73.58237195615224,57.446291491592504,27.07868072539562,61.5148313285371,84.94742397229969
84.36334658954104,55.976085366652654,26.79390363686497,75.13086318208697,79.39906880543516,73.97351399029529,56.936464230318954,31.868318418586124,67.10500462169676,83.12750482922355
89.0690803271453,46.92708191362056,16.451574779829123,80.5219680363575,79.77657840787518,83.41193056266249,63.281652996477646,33.628887279173796,71.5015075573466,82.97014055246767
