0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794,64.29867544871794
61.810021396061565,70.81993986923872,68.53440750273519,65.5750517391904,63.765428266861576,66.15638857304955,69.71841731121381,62.16342328444467,70.28328016587196,63.11681081639705,52.85537141999962,60.393635750797294,62.99025678373755,78.60540683302875,67.20760815668515,64.04055707414336,70.96530446583529,69.57924621207907,68.4209764351849,65.70113146585328,68.42238075815143,60.36345712474743,61.20739365149615,72.00698001871373,57.43481610131514,68.4449187508132,63.934266580666765,63.94391825665161,61.7700278302455,60.61345571289933,59.508878791262276,71.01015968452676,59.10604914828518,62.95678312089518,66.20197813983663,68.14264511172051,56.179227704317654,71.62046622453977,66.38659625013028,69.0515857916966,62.97133700442734,64.41476419341814,62.333635247769905,69.57131188591185,69.59606417751304,66.50474228172834,55.98983505478049,65.04675299894808,63.28696563774706,61.84451164573342,63.947629920923575,56.01321526693867,63.88864271590804,70.41555463846737,62.18498099080967,69.64886920887534,59.020809032173645,62.63843092991475,61.97402936856756,69.27414888148292,57.91573751196896,62.90767718555104,58.674654612694155,58.25709738225091,70.06391026241157,71.32055771678696,63.81462272102664,63.94964456380899,69.96685516610273,63.58980060154373,61.76337306953599,69.27601108276261,63.702826305996616,71.23873798396339,68.85246743272785,53.44620051600248,66.44257450151107,59.537760554855325,58.05814959436333,71.84609588546336,69.53913900292501,73.9596653650398,73.71777885258143,62.58942601562658,66.7141184994778,72.848043001092,65.45662550125704,69.6958187171311,70.12575370098877,59.25594938256637,65.70349118607959,61.647364024404894,69.92831004561107,63.76884530909228,69.48518528909672,66.42594119929878,70.75603011375351,64.22069910392997,62.063526458802194,70.95327415393646
57.82788371265612,74.9345844184231,65.05069488298398,61.00435521385883,52.634012001220526,63.3410879431075,63.64777300592871,63.985621659979934,73.42248184443059,58.323471629286786,48.799616301865875,64.3496040634548,65.54700648037955,80.21735618189047,59.72686929436868,65.45069717814653,66.51249848900738,66.13433290013101,72.6502064654185,66.41177676952321,72.61479285187069,59.99275576587717,62.38094616954456,79.50602088815849,55.60904139595784,74.36242015782322,70.94345115713747,71.02435326334502,62.95564877344438,58.09492011396106,55.627753167586036,71.13584870938176,56.329944657884205,59.747267739923274,73.23400755688492,52.91382220206144,56.86645750120036,73.9187804467812,69.67292082620367,61.411168964710335,64.30041980762225,70.61866046782316,62.72849029579035,72.02224954619129,60.81338038728754,66.5229697174633,56.59172698206661,72.07054215850572,61.54945189037151,63.622439453234264,59.97786201933032,61.121024962218534,63.86874406666109,65.81426283947427,60.54697284166624,71.7428744553745,56.57034543601863,68.3559289746267,63.66571142933023,69.61294753555704,59.98840470694238,54.124672351627055,55.034814848646704,56.16524784105349,62.438417099057574,67.88129346214308,62.87205515447632,69.19027163785987,71.6862925055748,63.216268008769575,60.40165353357285,65.73233030343442,65.09861212825692,78.28808835236075,75.00843057519853,41.66426017598444,56.57025609665701,63.744013514882894,56.357211796342504,71.87214773254107,68.46980828630468,67.94460631799684,77.16239007709761,73.4977816408646,67.88827719682345,67.97004553491604,71.63764471482571,70.7924755019404,56.86986915055059,65.1813744955952,74.94482522618745,62.125420066044555,67.41916528176556,73.05410218289802,66.15132294508,67.13897941955483,70.14697927306901,69.87741188325953,58.6619631507415,78.6193657689582
60.359301657339536,71.76685850861644,74.90201214355466,50.205963614394534,53.06784801280844,68.44396059127784,60.21167764572334,67.77178983855785,67.982859548507,56.05202159905445,55.01379337053569,51.88256479953687,71.25589779004868,78.51200474222256,69.71492218244718,58.14024634570469,68.45725503153069,67.77647266158687,71.01602829886039,58.432705284150956,73.09356244158093,66.70429704550867,58.658450533082714,82.00684574831726,57.153031366340244,77.94479460818584,70.97709297671832,75.03649205265052,54.882353442693784,55.69381215841081,51.849395837584666,78.10941226731573,62.97293791796912,58.9189247469139,73.18580139984792,58.14718487522113,58.18005130409636,75.23217443984196,70.05913927801262,60.70006572848899,62.2866505241498,71.47515695390142,67.97742115981347,68.74861814599298,53.87693596857968,65.65432202077552,50.604000280182674,69.13268449005935,61.67512107445855,66.31586663145426,64.1862134427838,60.43314856819594,67.32214529927901,77.27975740664053,67.8628751664516,74.17337255780973,47.11760835072613,60.50107142998055,67.46432744773104,71.97764817870448,48.72854405801472,46.739172410972145,49.05811807128588,63.216662675701556,59.50177722887191,74.76967336205827,71.19486357905649,67.8203758553424,68.43344256521362,58.19487031145759,61.79306676392093,61.82427709337854,64.08405247131319,71.1365703401253,78.00854163858405,47.623533895433425,56.04539880298144,57.57685359970429,59.405172407563164,67.04936623432583,72.41004732294637,63.18702964937439,72.48727645263894,71.22680424434509,65.51271004067013,62.995936359406834,75.86086124506492,82.22693067089011,50.50257312922784,63.759665326413554,77.97005181099489,58.25717242921214,73.47776591420926,71.40304332849419,67.46911315248451,69.04904694929104,76.76482171906629,77.27789862127507,53.83498668780991,78.9875650054537
63.49092044861657,74.61527934869721,70.09834224275374,45.655873118949415,53.176904700329715,77.80699333644226,71.55022113649498,66.4634058967307,76.87076205347921,50.60293174019973,67.31983298529424,45.52144723666713,77.4423768550277,74.96076630509089,65.6538899723419,52.4771040043844,63.68658541824772,70.70533801201628,75.55510685957377,60.576391554656,63.50555439057431,69.79330845061271,44.20035140815336,77.9992386866692,48.48306024746917,73.80083644004209,73.30649495230325,76.68091450483969,57.36807993357253,65.51200322002735,49.406202740556125,84.8915320578163,57.581671969235295,56.70051312660364,72.00775603482474,59.603644625297406,57.8864986370059,75.53207646273161,70.4440011056068,60.70780227975765,67.65159351777353,71.50374902835773,61.66809432153115,72.33186573713282,46.98440920244138,57.72232648473953,50.5313781966254,61.27243308130618,48.606298128556325,66.05704035081325,64.96823581160923,66.82203508419752,71.84158603692923,85.13118362231874,53.838503889999004,75.0660319012085,40.22603016321609,51.91942888750335,61.6889448337659,61.76842739731592,47.82267559561007,58.935481890933694,61.279847063737414,61.63046976765378,59.118337892865945,70.34655031554128,72.09746200262776,68.18846509032812,73.63633631620513,64.14667168227699,59.8246312924583,62.524416594643924,70.22936033969127,75.02536058877813,79.58194184747214,39.784388235542856,58.80445904179192,57.26886123623029,67.74424230828893,65.27919153093808,67.96718419317446,61.23116467862875,73.77409162286857,80.39884047868317,66.65723532396984,62.19357220555996,76.41662263823426,81.81205234631646,47.400261641398295,51.53692471512464,82.55653074132722,59.0236784211955,65.92471477108418,67.40851631270498,74.10361428076625,55.108169781614606,69.35905818813161,77.87527719355292,53.39548286229627,68.84493292799907
67.92428325612241,75.08822422923292,65.36177645815806,47.969675690211325,43.75704133686535,74.60352351005321,70.37862607398202,66.37893066464979,74.44817419720648,48.68742546906914,65.41813655440507,49.486120919795475,77.20342328045275,65.44413640516551,64.77757838465227,49.760455321213556,60.8135152247839,72.26280457137003,75.14637084923771,65.64244918447301,69.54085289201545,74.71797156498756,33.923453204394036,81.2587922942724,47.40913969570143,68.9906750267154,63.51453305744022,78.8963691436421,55.153634195812195,64.38878169566252,44.05344091529481,89.57742377588542,53.395907211852034,58.3858190034282,75.0165435045279,55.327969303352994,57.11446087848086,71.9882856767647,63.992625066554425,65.71926071892146,73.83591036806241,78.02504026572142,60.0659886245715,66.48452168565942,43.67721354195185,60.81595438930796,44.977390008909055,61.16122057897526,46.66106504267644,61.01185612328851,64.64433319490821,68.12460051018215,77.15311123083322,88.43400743316437,58.83867413335462,86.00011542406646,34.82822990302127,52.63302034106009,56.92244004571563,68.28234395974292,41.21052498351528,59.56490606657364,64.01463281797508,65.05240124999031,58.62397339228087,78.49777025951684,70.45415243938393,69.11081115303274,78.28607872128671,66.06427024208986,51.100032739204146,64.3529512060471,69.73511854331834,68.4994192928989,75.73247506813514,40.58125359447529,59.59301034376878,53.75941163062293,60.396473587459916,71.61251277937147,58.84386972671957,58.1893112124446,81.04346164969986,75.12268367636976,59.36156667293294,49.63075580539222,80.97406553249598,77.51480523457872,58.29114931921438,55.071723925647596,89.06851048257076,52.195585487269,71.53688454059423,64.84274368934794,67.73953073880487,59.58151539139983,66.04028573691926,77.95716433416554,57.422792123435954,69.62189845448923
68.13606094501547,77.69065720900296,71.73983907243009,41.060015506994304,47.24251747112538,79.82958398163757,76.16690476077895,72.93286055126853,77.52645436554448,53.10356113538812,70.92065248982198,45.23305304121613,81.86223491957824,70.65505227005507,63.83808255157357,48.6817807681519,70.54977720227303,71.79030974950183,75.08704077671909,61.81281864008982,74.71028488056687,80.57001819539045,34.09156129935946,77.47965512152848,50.45012438731776,67.55277578639745,72.90208603690097,78.84510755759986,48.887406445165254,73.06125716386244,38.97911113312431,86.80826295139515,53.30098491013894,56.5674800770634,76.2493402112775,54.54161897170018,58.88981668347074,70.94714755854885,64.4087063695537,55.29226809136657,74.22930093211585,78.6842377910032,54.48666672506475,58.73861145377559,49.55705937324704,57.26428472854673,52.661155442925,62.15032753121043,53.870495107358494,66.84420480740185,57.50926579918827,76.80043055169521,76.012825344578,88.86580196229404,56.74129109125403,86.21888211035098,43.5425077519065,50.23219983701433,59.0270986052241,67.54394598926869,39.607094533042094,64.89552278498923,61.791448335983446,65.47131606089481,49.555985847868264,73.78528619215042,73.03401211988955,67.46107482297381,81.12604090647413,66.8517378623966,56.23795242207948,57.56805052941165,69.36585318753575,68.36723160644132,72.491533544569,33.57279772328804,57.814413085269955,51.47699189017913,69.0055048479069,84.10352296242598,72.40033298203356,66.41800391881279,88.99326583502575,85.94850993735392,65.59107398243697,52.009780433727464,73.3853452962082,71.80351512629431,57.08420018011225,48.95849382265592,95.46045523061235,43.984508758325944,66.65133699379118,63.7322871694812,62.417313213903036,66.99465474217806,63.964671837887956,88.44666488391772,64.05177807778325,75.32378564385867
70.3294546604392,72.51691342667024,72.2663842277849,44.85853894245926,45.146492770781,85.44818769001947,75.19100654498095,78.07469980197753,81.7824392591516,55.25107473419711,65.99086553837027,55.404848919594514,80.53729411688653,70.39191118087186,60.16720375947252,49.17831991979483,67.55714980052883,79.20448824161505,76.23730315813583,52.448525722684295,80.12316732236957,77.59611903713795,41.405287860791915,69.40250392116342,58.218391994969096,64.11172508940142,81.16013809206801,80.73896255027648,43.124801396563726,64.6620501264736,44.01239392723182,85.55601185957781,54.58534244416838,63.84217195592714,75.44107066463803,57.33801736005778,59.02346034300901,65.79405301781632,66.29328134557574,61.13048888967599,74.02022492751699,86.92428114054493,62.54103169843384,56.6530163726673,51.23325623414385,61.31769723245694,60.40332300846287,59.13856549534264,51.80380700602932,80.89933873496217,57.39745778980721,66.27253712714969,82.82193380153569,95.90872429630728,51.467324431856504,90.70671144214684,50.87691676815554,55.87949920043251,57.917033372602795,72.3306793644729,33.38104688778834,57.55770518311702,60.265328335029544,66.19346996862838,45.13413330576631,74.47447352343627,71.93641730234886,73.63745730890813,74.23449414355868,56.05044303388895,57.79572781776834,68.96743671128976,73.74635167657034,60.42060592124537,70.62057458302536,29.852822235004734,58.697337377744056,44.43536866435855,68.60579429115288,88.20326293044391,68.48957136600734,67.37899684045873,89.45617760995442,89.84161091040177,71.75448198325361,52.30974887249232,76.20731553984959,63.85566774109043,60.580147113833924,54.229823197125725,99.57840305501328,48.35618063553681,59.9062781230631,66.06908052049911,70.3117887495163,72.0210307805357,61.218635947715846,85.88735889004256,66.82317264305512,79.65882988198832
70.8648682832179,74.70486090155217,68.74184401711719,49.35663633124795,42.65335831866995,84.35138334659376,72.25716912492439,74.7572284432603,89.00842511664548,46.543279218872,64.7335720342597,54.006035491254345,83.18477919665557,74.2065755532085,62.04310439429509,49.63284054861534,67.3784804675673,80.47842088977232,73.93069897971543,58.208864651084305,81.5024619797216,77.02540770923933,46.23936596332441,77.43431733368192,68.80667760896898,64.4089796368354,90.3195472667023,90.6288807437113,44.90804187527555,59.704177857175736,44.371771358460386,89.47837213587005,64.1030603934177,56.547520973542454,75.5140372595358,58.3663743531881,66.45234068780948,66.31425416141118,58.079406411814965,71.79960864985196,70.02306604742965,97.73071408811057,65.83816487845085,64.94633187683547,66.01675874630529,65.30844396561415,65.14783075491168,61.79168684771003,54.604869076510354,87.96330196804037,73.0746353150547,74.27681047256975,76.53866730963564,93.81037131749441,51.9272241362945,87.51765367999715,54.54914169072546,50.776569026147484,61.84678842356882,64.9892169707052,28.787414795653035,52.01980137966382,63.907733623449666,63.95504591867409,37.96296527519211,74.15224876723764,69.3158428157779,72.2700325235512,84.77577121225514,60.116401314402914,55.35761941418845,71.628315743904,69.12834927421626,53.40479719607934,67.34780610482157,28.261578267191528,58.45363344344638,48.15251252679423,65.57949955434657,91.23491219953873,72.93240775644318,61.29077870384632,94.68868256027405,84.87069083571693,66.77608877451051,56.92143641568717,76.58390261333543,68.9278183072974,62.46511190954717,54.518341466996226,108.460552129094,45.21821150600281,63.554241524170855,65.35743858530476,73.17688659291096,76.53470965038109,62.91250395760591,82.49601027732712,70.7368964838067,88.85489740286677
67.1389851367622,74.1768686752149,61.51453324401518,46.90174574904513,51.23817829213521,88.43076999063494,73.8089685657754,74.57380673567066,91.11533304084544,45.99653679687621,67.18710692711493,57.34910760879713,82.05651291067852,74.91212884912727,64.73255227428226,47.791697873967344,73.60286835461964,70.7374958064637,71.56347665059192,46.79654818856265,81.32608096112449,77.62332220728973,51.2551095688054,75.14151224736126,69.36199143755587,65.87026236229606,86.22429831058254,87.76714979183221,50.992350067596924,56.80725944237158,48.92629052143761,87.2725782741708,64.95935754206991,58.99266355337979,78.37204251186729,61.926794399257254,71.75322020641744,65.33714569238468,58.54086960696612,77.02668210973292,69.57194469506707,96.2304190448157,73.08006520402705,64.99457619334308,67.96341572377177,63.977629500809215,72.41200674654871,53.42309455849693,51.05557758064885,78.6386736868404,60.977144695736854,74.53179824925967,76.00636702093291,102.30348543985276,48.08975517469965,87.28042461393296,52.95871895027644,50.68009045993458,61.9914172786224,65.92384734592547,35.72024198954372,51.25910021855084,67.71183367297733,61.76512670911439,41.09033409770069,80.01845567642982,69.9218779810787,71.87790001291951,84.2213127935226,52.725720015123805,45.454428761868904,67.09017715689768,67.38686911810883,52.34514549318261,67.96067561225527,36.3963558802415,57.410236098668264,52.53276653179819,54.92826063038065,91.14445142953778,80.44928989179202,68.60256241898598,92.68803212995824,81.86483859294052,67.34457209062349,59.766344324907045,63.02532439124677,68.05941597475149,62.87078324525349,65.36793845788391,114.81759270827192,58.97526726610792,64.95076139838017,63.804068014169104,70.17243120326006,72.89073399766377,58.55394861602127,87.34664161182809,73.84728676479115,79.27462786004367
